1611|irina.saleeva|на шопинг в черную пятницу
1612|markovich_angelina|На ремонт 🏠🏠🏠🔑🔑🔑🔑🔑🔑🔑🔑🔑🔑🔑🔑
1613|irina.saleeva|На косметолога
1614|i.am.bes|Бозееее🙏мнее нужны они!
1615|irina.saleeva|На игрушки дочери
1616|viratominets|Поїдемо з чоловіком за кордон
1617|roma_vavr|лупити
1618|serdtsekol|хроб
1619|i.am.bes|Дайте порадоваться выигрышу, а?!😁🙏
1620|viratominets|Дужеее хочууу😍
1621|i.am.bes|Дайте порадоваться выигрышу, а?!😁🙏
1622|irina.saleeva|на телескоп
1623|markovich_angelina|На ремонт 💯💯💯
1624|markovich_angelina|На ремонт 🔑🔑🔑
1625|iryplaziy|T.
1626|markovich_angelina|На донечку 🎁🎁🎁🎈🎈🎁🎁🎁🎁🎈🎈🎁🎁🎈🎈🎈
1627|irina.saleeva|на ремонт машины
1628|mmesantasista|На маленькую мечту
1629|veronikakulchynska|На відпустку
1630|mmesantasista|На большую мечту
1631|markovich_angelina|На донечку 😍😍😍😍
1632|irina.saleeva|На мебель Икеа
1633|markovich_angelina|На доцю 🤗🤗🤗🤗
1634|mmesantasista|На все что возможно на эту сумму
1635|irina.saleeva|Куплю валюту
1636|laski_mom|Огооооо скільки коментів
1637|markovich_angelina|На донечку 💯💯💯💯
1638|laski_mom|Хочу виграти
1639|markovich_angelina|На донечку 💯💯💯💯
1640|ferens_sf|спиртик
1641|irina.saleeva|На путешествие
1642|irina.saleeva|На отдых
1643|laski_mom|Надія віра і любов допоможе!
1644|markovich_angelina|На донечку 🛍🛍🛍🛍🛍🎁🎁🎁🎁🎈🎈🎈🎈
1645|roma_vavr|сіпнутися
1646|irina.saleeva|На здоровье
1647|markovich_angelina|На доцю 😍😍😍😍
1648|laski_mom|Вірю в перемогу
1649|irina.saleeva|На косметолога
1650|serdtsekol|мудак
1651|markovich_angelina|На квіточку донечку ❤️❤️❤️
1652|laski_mom|Оце б перемогти!
1653|ktp.r|Якби я виграв, то було б прикольно)) поїхав би десь із дівчиною
1654|irina.saleeva|На парикхмахерские услуги
1655|ivankakotiuk|Хочу на відпочинок
1656|marichka2710|Відпочинок
1657|curly_blonde|Хочу ці грошики🤞😍
1658|markovich_angelina|На доцю 💛
1659|irina.saleeva|Куплю часы Беринг
1660|marichka2710|Ремонт
1661|laski_mom|Так потрібно для здоров`я сімї
1662|irina.saleeva|Куплю.очки Диор
1663|marichka2710|Шопінг
1664|irina.saleeva|На телескоп
1665|curly_blonde|Вони будуть мої,правда ж?🤞💛
1666|n.vtrv|Подорожі!
1667|markovich_angelina|Якщо виграю то на ремонт 😍😍😍🔑🔑🔑🎁🎁🎈🎈🎁🎁🔑🔑🏠🏠🏠
1668|irina.saleeva|На плей стейшн мужу
1669|laski_mom|Хочу перемогти на благо сімї
1670|sasha_seymer|На подорож😍
1671|markovich_angelina|Виграю для донечки 😘😘😘
1672|curly_blonde|На сімейні потреби💚
1673|irina.saleeva|Куплю фотоаппарат
1674|markovich_angelina|Для донечки 👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧❤️❤️❤️❤️❤️
1675|irina.saleeva|Куплю Айфон
1676|olya.rudnicka|Хочу,зробити гарне день народження для синочка🙏🙏🙏
1677|irina.saleeva|Куплю ноутбук
1678|irina.saleeva|Куплю.телескоп
1679|roma_vavr|сидерит
1680|markovich_angelina|На ремонт
1681|ferens_sf|смуглошкірий
1682|alina_yerko|на камеру
1683|irina.saleeva|Дом куклы Барби
1684|markovich_angelina|На ремонт
1685|markovich_angelina|На меблі 🎈🎈🎈🎈
1686|serdtsekol|амплітрон
1687|markovich_angelina|На меблі🔑🔑🔑
1688|markovich_angelina|На меблі 🤗🤗🤗🤗
1689|markovich_angelina|На меблі 🎈🎈🔑🔑❤️🎁🎁🎁🏠🏠🏠
1690|markovich_angelina|На донечку 💕💕💕💕
1691|markovich_angelina|На донечку 💕💕💕💕
1692|markovich_angelina|На донечку ❤️❤️❤️❤️
1693|markovich_angelina|На донечку 💕💕💕💕💕💕💕💕💕💕
1694|markovich_angelina|На сонечко донечку 💛💛💛
1695|dariashakhniuk7713|Куплю сыну датский спортивный комплекс😘👍
1696|markovich_angelina|На донечку 👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧👩‍👧🛍🛍❤️❤️❤️❤️❤️❤️❤️❤️🎁🎁🎁🎁🎁🎈🎈🎈
1697|iryna17051|На новий телефон
1698|roma_vavr|чокер
1699|imoroz98|На себе улюблену 😍😍
1700|markovich_angelina|На донечку
1701|markovich_angelina|На ремонт 💕💕💕
1702|ferens_sf|сталініт
1703|irina.saleeva|МНОГО ДЕНЕГ НЕ БЫВАЕТ
1704|markovich_angelina|На ремонт 💯💯💯💯
1705|serdtsekol|жерлиця
1706|irina.saleeva|МНОГО ДЕНЕГ НЕ БЫВАЕТ👯
1707|nastya_akkuzina|Хочу бабосики
1708|markovich_angelina|На ремонт 😍😍😍
1709|markovich_angelina|На донечку
1710|irina.saleeva|НА НЕОБХОДИМОЕ
1711|irina.saleeva|ПОТРАЧУ С УМОМ
1712|lili__semenenko|На відпочинок
1713|lili__semenenko|На море
1714|irina.saleeva|ДОЧЕРИ ИГРУШКИ
1715|iryna17051|На нові пригоди
1716|lili__semenenko|На море
1717|markovich_angelina|Ремонт 💕💕💕💕🏠🏠🏠🔑🔑🔑🔑
1718|irina.saleeva|НА СЕБЯ ЛЮБИМУЮ
1719|irina.saleeva|НА КОСМЕТОЛОГА
1720|irina.saleeva|НА ЗДОРОВЬЕ
1721|roma_vavr|хрещеник
1722|nicole_gorbova|Подорож🌴
1723|markovich_angelina|На меблі 🔑🔑🔑🏠🏠🏠
1724|irina.saleeva|Телескоп купим и будем наблюдать за небом
1725|nicole_gorbova|Хочу😍😍
1726|markovich_angelina|На меблі 🔑🔑🔑🔑🔑🔑🏠🏠🏠🏠
1727|irina.saleeva|Куплю айфон
1728|dariashakhniuk7713|Для любимого сыночка💑💋
1729|natalia_volynec|на море посеред зими🏖️
1730|markovich_angelina|На меблі🔑🔑🔑🔑🎁🎁🎁🎁
1731|irina.saleeva|Куплю ноутбук
1732|ferens_sf|струсанина
1733|natalia_volynec|на море посеред зими🏖️
1734|markovich_angelina|На меблі 💕💕💕💕
1735|serdtsekol|З павутинки павучок
1736|iryna17051|На ремонт
1737|markovich_angelina|На меблі 🏠🏠🏠🔑🔑🔑🔑
1738|markovich_angelina|На меблі 🔑🔑🏠🔑🔑🔑🔑👩‍👧🔑
1739|markovich_angelina|На квіточку донечку 🎁🎁🎁🎁🎁🎁🎁❤️❤️👩‍👧👩‍👧👩‍👧❤️❤️🌹🌹🌹🌹
1740|irina.saleeva|Верю в свою звезду.Куплю телескоп и буду посыдать ей каждый вечер поцелуи в небо
1741|irina.saleeva|На необходимое
1742|roma_vavr|чернецтво
1743|irina.saleeva|КУПЛЮ ВАЛЮТУ
1744|irina.saleeva|КУПЛЮ.ДОМ
1745|cherevata85|На квиток на літак
1746|irina.saleeva|КУПЛЮ.МАШИНУ
1747|irina.saleeva|КУПЛЮ КВАРТИРУ
1748|irina.saleeva|КУПЛЮ НОВЫЙ ДИВАН
1749|serdtsekol|утримувач тратти
1750|ferens_sf|матура
1751|alina_kolosovska|На моречко 💔
1752|cherevata85|На шопінг
1753|irina.saleeva|Куплю валюту
1754|irina.saleeva|Подарки близким
1755|cherevata85|Куплю гарні капці мамі і ще щось
1756|oksanaprushliak25|На мрію
1757|irina.saleeva|КУПЛЮ ОЧКИ Диор
1758|irina.saleeva|Куплю часы Беринг,три штуки
1759|roma_vavr|мулітовий
1760|irina.saleeva|На необходимое
1761|irina.saleeva|На НГ в Карпатах
1762|irina.saleeva|На отдых
1763|omironchuk|купить дочке подарок🤗
1764|serdtsekol|сектант
1765|irina.saleeva|На телескоп
1766|ferens_sf|мисливський
1767|juliafox.19|На нг в Буковеле
1768|juliafox.19|На подарки мужу на др
1769|juliafox.19|На ремонт машины
1770|roma_vavr|сплямований
1771|olesichka0407|На подарунки дітям
1772|nikolaienko.iryna|На відпустку 😊
1773|vasilchuk.inna|На ремонт
1774|serdtsekol|медулографія
1775|vasilchuk.inna|На відпустку
1776|ferens_sf|альтруїст
1777|vasilchuk.inna|Шопінг
1778|roma_vavr|спустошення
1779|_katia_savchenko|Хочу оновити гардероб дайте грошей
1780|koshmsv12|Хочу мрію
1781|olesichka0407|На здійснення мрій
1782|koshmsv12|Мрію
1783|vasilchuk.inna|На романтичне побачення
1784|koshmsv12|Мрію
1785|koshmsv12|Мрію💜
1786|koshmsv12|Мрію💙
1787|vasilchuk.inna|На сина
1788|koshmsv12|💛Мрію
1789|koshmsv12|💚Мрію
1790|serdtsekol|симптоматологічний
1791|koshmsv12|Мрію💛
1792|koshmsv12|Мрію💜
1793|maleianya|На холодильник
1794|_jane_j_|На подарок ☺️
1795|ferens_sf|сюрреалізм
1796|maleianya|На пральну машинку
1797|olesichka0407|Дуже дуже потрібно
1798|maleianya|На ламінат
1799|maleianya|На телефон
1800|maleianya|На ноут
1801|roma_vavr|магляза
1802|maleianya|На шпалери
1803|maleianya|На вік5а
1804|maleianya|На двері
1805|maleianya|На ремонт
1806|maleianya|На меблі
1807|maleianya|На меблі в дитячу
1808|sonia_poberezhniuk|На новий рік у Парижі😍
1809|kosiak_lena|На самообразование
1810|serdtsekol|сосисковий
1811|ferens_sf|смоловарний
1812|kosiak_lena|На все все все все все все все 💪💪💪💪💪💪
1813|roma_vavr|сисунець
1814|r_lika11|Отдых в Карпатах
1815|kosiak_lena|На мечтууууууууууууууу ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
1816|r_lika11|На ремонт
1817|r_lika11|Надеюсь
1818|r_lika11|Удача☘️
1819|lenacheverda|Просто хочу виграти
1820|lenacheverda|Вірю🤞
1821|serdtsekol|електровафельниця
1822|yuliachovnitska|Хочу виграти
1823|lenacheverda|На телефон
1824|__k_s_v___|На відпочинок
1825|lenacheverda|На море
1826|na_talia4701|На мрію😍
1827|roma_vavr|права вимоги
1828|__k_s_v___|На свої забаганки
1829|ferens_sf|стогнійка
1830|valetofficial|Хочу виграти 😤
1831|__k_s_v___|На шопінг
1832|valetofficial|❤️Хочу виграти
1833|koshmsv12|Мрію. Господи допоможи💚
1834|valetofficial|Хочу виграти ❤️
1835|halya03_kozunenko|На мрію 🤞
1836|omironchuk|на отдых с семьей
1837|koshmsv12|МріюМріюМріюМріюМрію💛
1838|halya03_kozunenko|Хочу виграти хоч один раз 🤞
1839|halya03_kozunenko|Просто хочу виграти хоч один раз 🤞
1840|__k_s_v___|На подорож
1841|omironchuk|отметить день рождение доченьки)
1842|lyuda_tabas97|На подорож
1843|koshmsv12|Мрію💜Мрію💙Мрію💛Мрію💛Мрію💚Мрію💙Мрію💝Мрію💜
1844|serdtsekol|стафілококози
1845|roma_vavr|хлоп'ячий
1846|omironchuk|на подарочек любимой дочке))
1847|halya03_kozunenko|Хочу виграти хоч один раз 🤞
1848|halya03_kozunenko|Просто хочу виграти хоч один раз 🤞
1849|podolskaya_m_|На технику
1850|lyuda_tabas97|На ремонт
1851|ferens_sf|міряльник
1852|posternak.anna|На подорож на кордон😍😍
1853|omironchuk|на ноутбук для работы)
1854|na_talia4701|На дітей❤️
1855|podolskaya_m_|На ремонт
1856|tkach.juliaa|На мечтуу
1857|__k_s_v___|На подарунок для коханого
1858|lyuda_tabas97|На власний бізнес
1859|lili__semenenko|Косметику
1860|lili__semenenko|Косметику
1861|serdtsekol|льоноочисник
1862|podolskaya_m_|На мечту
1863|roma_vavr|салити
1864|na_talia4701|На відпочинок💗
1865|omironchuk|поднять себе настроение своей удачей😊
1866|ferens_sf|приватний капітал
1867|oksana_oleksiienko|Я вірю в перемогу - буде потрібно купити телефон
1868|serdtsekol|слинявчик
1869|roma_vavr|локус
1870|curly_blonde|На облаштування дитячої кімнати💚
1871|ferens_sf|асцидії
1872|margarita_galanzhina|На Обучение 🍀
1873|_o_grey|хочу щоб цього разу повезло мені😉
1874|_o_grey|яяяяяяххххооочччуууу
1875|serdtsekol|скваситися
1876|roma_vavr|мотивація
1877|_o_grey|я хочу виграти
1878|_o_grey|дуже потрібно виграти
1879|_o_grey|коли як не зараз
1880|_o_grey|моя маленька мрія
1881|yosyfchukm|На подорож
1882|_o_grey|хочу стати переможцем
1883|ferens_sf|черсання
1884|lili__semenenko|Відпочинок
1885|_o_grey|нехай космос почує і пошле мені перемогу
1886|yosyfchukm|Шопінг
1887|leslym_vls|оновлю гардероб
1888|lili__semenenko|Відпочинок
1889|_o_grey|хай виграю я
1890|_o_grey|мені вигрг
1891|tanya._vasylyk|На відпочинок😘😘😘😘😘😘
1892|leslym_vls|відкладу на подорож
1893|_o_grey|мені виграш
1894|tanya._vasylyk|На відпочинок😘😘😘😘😘😘😘😘😘😘😘
1895|_o_grey|я хочу
1896|roma_vavr|ловитва
1897|serdtsekol|льонотрієр
1898|_o_grey|перемога буде за мною
1899|olena.hlynska|На відпочинок
1900|olena.hlynska|На відпочинок
1901|yosyfchukm|Хочу в Париж
1902|_o_grey|всесвіт почуй
1903|olesichka0407|Дуже дуже потрібно
1904|_o_grey|відправляю сигнал в космос
1905|zelenoglazayalina|На мріююю😍😍😍
1906|zelenoglazayalina|На мріююю🤞🏼🤞🏼🤞🏼
1907|_o_grey|я вже прям бачу себе переможцем
1908|zelenoglazayalina|На мріююю😍😍😍
1909|zelenoglazayalina|На мріюю 💜💜💜
1910|ferens_sf|ландрас
1911|leslym_vls|на донечку
1912|zelenoglazayalina|На мріюю 😍😍😍😍😍
1913|_o_grey|скільки разів брала участь у ваших гівах, то пора вже перемогти
1914|leslym_vls|на майбутню квартиру
1915|na_talia4701|На мрію🌴
1916|roma_vavr|самозапильник
1917|serdtsekol|союргаль
1918|tanya._vasylyk|😘😘😘😘на всьооо
1919|ferens_sf|автошляхова накладна
1920|uliana.pastukh|На білет
1921|roma_vavr|санкомісія
1922|svetlana_yushchenko|На себе
1923|svetlana_yushchenko|Хочу шубу
1924|olesichka0407|На здійснення мрії
1925|serdtsekol|ерзянка
1926|svetlana_yushchenko|Або ремонт
1927|tanya._vasylyk|На всьо
1928|olesichka0407|Дуже потрібно
1929|tetiana1600|На подорож
1930|tetiana1600|На навчання
1931|tanya._vasylyk|Для
1932|kosiak_lena|На мечтууууууууууууууу ❤️❤️❤️❤️❤️❤️❤️❤️
1933|dariia_onyshchuk|На подорож 😍
1934|ferens_sf|мешти
1935|kosiak_lena|На все все все все все все!!!!
1936|roma_vavr|алімфоцитоз
1937|kosiak_lena|На граф.планшет Синтик
1938|dariia_onyshchuk|На подорож😍
1939|serdtsekol|хомля
1940|tetiana1600|Мамі на подарунки
1941|tetiana1600|На навчання
1942|bv.oksana|На мрію 😍
1943|kovanni_|бо дуже треба😅
1944|na_talia4701|На дітей😍
1945|iuliiazhuravel16|Варіантів дуже багато😊і просто цікаво...🤔
1946|roma_vavr|магдебурзький
1947|ferens_sf|ацефалія
1948|ruslana_tadiyan|Хочу дуже сильно перемогти 🎁
1949|oksanaprushliak25|На мрію😘
1950|serdtsekol|сечовидільний
1951|oksanaprushliak25|На мрію😘
1952|albinabeznoshchenko|На подарунки для діточок 😍
1953|albinabeznoshchenko|Хочу купити собі ноутбук😎
1954|oksanaprushliak25|Дуже хочу перемогти
1955|roma_vavr|лізинг
1956|ritafuzik|На подорож🌿
1957|kristinabaiko|На подорож
1958|oksanaprushliak25|Дуже хочу виграти
1959|oksanaprushliak25|Дуже хочу виграти
1960|ferens_sf|скарбувати
1961|kristinabaiko|На подорож
1962|boichukyulia|На подорож) 🛫
1963|serdtsekol|Й пташки дзвінкоголосі
1964|albinabeznoshchenko|На подарунки для чоловіка))😉
1965|boichukyulia|На море 🌊
1966|olya_kuybida|На відпочинок.
1967|roma_vavr|алергологічний
1968|boichukyulia|На авіабілети🛫
1969|iamyuliyaa|на подорож😌✈️
1970|iamyuliyaa|на подорож😌✈️
1971|olenka_grabchuk|💙На мрію
1972|nataschad07|Pop😏
1973|nataschad07|Ok😎
1974|ferens_sf|мозоль
1975|olesichka0407|Хочу, хочу виграти
1976|olenka_grabchuk|❤️Хочу у подорож
1977|serdtsekol|арабин
1978|olenka_grabchuk|💕На новий телефон
1979|olya_kuybida|На новий айфончик
1980|rozova.anastasiia|На поездку😘😘😘
1981|olesichka0407|На щось хороше
1982|roma_vavr|малонаселеність
1983|olenka_grabchuk|Хочу 🎉
1984|rozova.anastasiia|Та на власну справу))
1985|oksanaprushliak25|Дуже хочу виграти на мрію
1986|oksanaprushliak25|На мрію
1987|oksanaprushliak25|На мрію
1988|olesichka0407|Для діток
1989|ferens_sf|свистковий
1990|serdtsekol|хлоп'ячість
1991|olenka_grabchuk|⭐️ мені
1992|rozova.anastasiia|Чи на на подарунки рідним))
1993|olesichka0407|Для сім'ї
1994|lili__semenenko|Подорож
1995|roma_vavr|кредитування за участю експортно-кредитних агентств
1996|olesichka0407|На подарунки рідним
1997|natkabechko|Хочу на подорож)
1998|serdtsekol|право безакцептного утримання
1999|ferens_sf|строюджений
2000|lesya_by_lesya|Хочу виграти
2001|olenka_grabchuk|На гардероб
2002|lesya_by_lesya|Хочу виграти
2003|roma_vavr|самодержавність
2004|olenka_grabchuk|Синочку💙
2005|nastialisovskaya|Хочу потратить на что-то полезное❤️
2006|halya03_kozunenko|На відпочинок 🤞
2007|olesichka0407|На мріі
2008|halya03_kozunenko|На ремонт машини 🤞
2009|natkabechko|Можливо цього разу)))
2010|serdtsekol|міокіназа
2011|ferens_sf|самоперетинний
2012|ivanochka_laschiv|На ремонт
2013|ivanochka_laschiv|На ремонт
2014|olesichka0407|На мріі
2015|halya03_kozunenko|На курси 🤞
2016|roma_vavr|момрати
2017|halya03_kozunenko|На відпочинок 🤞
2018|halya03_kozunenko|Головне виграти )))А знайдеться куди запхати їх😁
2019|serdtsekol|мертвецька
2020|maria_dtsk|На море😍
2021|ferens_sf|слабак
2022|viktoria_nikolenko|Хочу отдых с родными 🙏
2023|roma_vavr|скнаруватість
2024|darya_sobchenko|Куплю себе айфон♥️
2025|lysiuk_juliya|На подорож🌸
2026|maria_dtsk|відпочинок🙏
2027|282553kote282553|На весілля
2028|282553kote282553|На сім‘ю
2029|g.romanishin|На ремонт
2030|282553kote282553|На квіти
2031|282553kote282553|На одяг
2032|282553kote282553|На косметику
2033|serdtsekol|жебрацький
2034|282553kote282553|На щось солоденьке
2035|alenakosenkooo|На машиночку 🚗
2036|282553kote282553|На косметику
2037|ferens_sf|автентика
2038|roma_vavr|хусточка
2039|tetiana1600|Хочу на море
2040|_________d.k._________|На здійснення мрії
2041|282553kote282553|На одяг
2042|annak____|На шопинг
2043|282553kote282553|На квіти
2044|282553kote282553|На пологи
2045|annak____|Хочу новый айфон
2046|282553kote282553|На коляску
2047|282553kote282553|На дитину
2048|sunnygirlforeveryoung|На відпочинок ❤️
2049|282553kote282553|На себе
2050|sunnygirlforeveryoung|На море хочу 💕
2051|282553kote282553|На котика
2052|serdtsekol|скитник
2053|masha.stanislavenko|на море😍
2054|282553kote282553|На їжу)
2055|roma_vavr|споряджальний
2056|ferens_sf|мистецький
2057|olesichka0407|На мрію
2058|282553kote282553|На солодке
2059|miss_lagerty|Чекаю на синочка... все для діток 😍😙
2060|zelenoglazayalina|На мрію 💕💕💕
2061|olesichka0407|На навчання
2062|zelenoglazayalina|На мріююю💜💜💜
2063|282553kote282553|На весілля
2064|serdtsekol|часточка
2065|anna_mrtsnk|На себя 😌
2066|marrisbl|Хочу на відпочинок!
2067|olesichka0407|Дуже потрібно
2068|miss_lagerty|Або на подорож 😊😘
2069|julia.kuzmovich|Варіантів на шо витратити багато
2070|zelenoglazayalina|На мріююю💙💙💙
2071|roma_vavr|совісний
2072|282553kote282553|На ремонт
2073|julia.kuzmovich|Як виграю, то розберуся)))
2074|282553kote282553|На квартиру
2075|julia.kuzmovich|Готово✅
2076|julia.kuzmovich|Можна мені🙋🏼‍♀️
2077|ferens_sf|екосистема
2078|olesichka0407|На навчання
2079|282553kote282553|На бізнес
2080|anastasiia.andriiuk|Подорож
2081|myroslav_romanyshyn|На ремонт
2082|marrisbl|Відпочинок!
2083|zelenoglazayalina|На мрію 💜
2084|zelenoglazayalina|На мрію 💕💕💕
2085|olesichka0407|Навчання ,подарунки рідним,на маленьку мрію
2086|zelenoglazayalina|На мрію ❤❤❤
2087|zelenoglazayalina|На мрію 💜💜
2088|zelenoglazayalina|На мріююю🤞🏼🤞🏼🤞🏼
2089|zelenoglazayalina|На мріююю😍😍😍
2090|serdtsekol|лучковий
2091|zelenoglazayalina|На мріююю💙💙💙
2092|roma_vavr|хвалькуватий
2093|zelenoglazayalina|На мрію💜💜💜
2094|alla.362|На мрію
2095|ferens_sf|жирномолочний
2096|alla.362|На себе
2097|natali_ehreshi|Хочу перемоги
2098|natali_ehreshi|Виграю я
2099|serdtsekol|молосувати
2100|roma_vavr|макрофакія
2101|alla.362|Подорож
2102|natali_ehreshi|На подарунки
2103|natali_ehreshi|Для мене
2104|natali_ehreshi|Хочу
2105|dasha_kicura|На весільну сукню
2106|ferens_sf|АЕС
2107|dasha_kicura|На підготовку до весілля
2108|chdarina00|Мечтаю и хочу💕
2109|chdarina00|Очень хочу😍
2110|chdarina00|На семью
2111|natali_ehreshi|Хочу виграти
2112|chdarina00|На родных🌟
2113|chdarina00|На себя 🌟
2114|dasha_kicura|Куплю щось для себе
2115|chdarina00|На ремонт в комнате🌟
2116|chdarina00|На одежду🌟
2117|chdarina00|На обувь🌟
2118|natali_ehreshi|Хочу перемоги
2119|chdarina00|На мечту 💕
2120|roma_vavr|правовий титул
2121|serdtsekol|лапласіан
2122|alenakosenkooo|Бизнесочек 💰
2123|dasha_kicura|Просто хочеться хоть раз вигратм
2124|alla.362|Подорож
2125|ferens_sf|етично
2126|chdarina00|Куплю билет на концерт кумира, которого люблю более 10лет, но никак не могу увидеть в живую😞❤
2127|chdarina00|Очень хочу💕
2128|chdarina00|Выиграть и мечтать 🌟
2129|77aleska77|На маленьку мрію
2130|_springsmile_|На щастя!!! 💕💕💕
2131|chdarina00|И пусть удача будет на моей стороне 😌🌟
2132|77aleska77|На відкриття своєї маленької справи
2133|roma_vavr|лукомеліорація
2134|tanya._vasylyk|На відпочинок😘😘😘😍😍😘😍😍😘
2135|77aleska77|На ремонт кімнати та меблі
2136|serdtsekol|стрижак
2137|a.strz_y|На отдых
2138|inna_myronova_yal|Беру участь
2139|77aleska77|На подарунки своїм донечкам😍😍😍
2140|deminskijmykola0708|Ola🎁
2141|alla.362|На себе
2142|kristina__kovalchyk|Хочу виграти
2143|deminskijmykola0708|Fart🎫
2144|alla.362|Мрію
2145|deminskijmykola0708|Love😍
2146|deminskijmykola0708|Lucky🏆
2147|kristina__kovalchyk|На шопінг
2148|77aleska77|На здійснення деяких бажань та мрій рідних
2149|deminskijmykola0708|Tea🍓
2150|deminskijmykola0708|Kiss😘
2151|ferens_sf|хвалюші
2152|deminskijmykola0708|Sale😘🎇
2153|deminskijmykola0708|Ok🎀
2154|deminskijmykola0708|Lucky🏆🎫
2155|varya.vita|Хочу виграти
2156|deminskijmykola0708|Fart😍🎫
2157|varya.vita|Гроші
2158|77aleska77|Бажаю щиро собі перемоги!!!
2159|veronikakulchynska|Трошки радості близьким💕
2160|alla.362|Відпочинок
2161|varya.vita|Хочу перемогти
2162|roma_vavr|мікрооб'єкт
2163|varya.vita|Удачі🍀
2164|kristina__kovalchyk|На подорож
2165|kristina__kovalchyk|Нові враження
2166|serdtsekol|спленоренальний
2167|varya.vita|Айфон хочу
2168|77aleska77|Вірю, що цього разу пощастить!!! Бажаю собі перемоги!!!
2169|varya.vita|Да, да, айфон мрія
2170|alla.362|Шопінг
2171|varya.vita|На айфон гарні фото
2172|alla.362|Мрію
2173|olesichka0407|Но можу я хоч щось виграти
2174|ferens_sf|симиренка
2175|valentinka_ldinka|Повышение квалификации 🎉
2176|roma_vavr|схильчивий
2177|olesichka0407|Порадувати рідних
2178|olesichka0407|На подарунки
2179|serdtsekol|стереоекран
2180|kateruna1_7|Потрачу на свою сім'ю
2181|boichukyulia|На оновлення гардеробу👗
2182|alla.362|Подарунок
2183|zelenoglazayalina|На мріююю🤞🏼🤞🏼🤞🏼
2184|ferens_sf|енцефаломенінгоцеле
2185|roma_vavr|аскариди
2186|viktorija_sergiivna|З моїм то везінням цей комент як краплинка в морі,але все ж🙏"
В процесі відкриття власної справи,і ця частинка грошей пішла б в правильне русло😍
2187|serdtsekol|акція, використовувана у формі гарантії
2188|kristina__kovalchyk|На новий телефон
2189|alla.362|Відпочинок
2190|alla.362|На дітей
2191|olha_huliar|На подорож🌊
2192|tanya._vasylyk|😘😘😘🍀На відпочинок
2193|alla.362|Подарунки
2194|kristina__kovalchyk|Для себе
2195|alla.362|Подарунки
2196|tanya._vasylyk|🍀😘🍀😘😘🍀🍀😘
2197|roma_vavr|кредитор, що має рівні права вимоги
2198|ferens_sf|соболеня
2199|sashunya2410|На поїздку закордон
2200|serdtsekol|симуляційний
2201|sashunya2410|На подарунок папі на День Народження
2202|sashunya2410|На подарунок для брата
2203|sashunya2410|На подарунок для себе
2204|halya03_kozunenko|Хочу виграти на ремонт машини 🤞
2205|sashunya2410|На подарунок чоловіку
2206|sashunya2410|На подарунок мамі
2207|halya03_kozunenko|На шопінг 🤞
2208|sashunya2410|На новенький ноутбук
2209|halya03_kozunenko|Хочу виграти хоч один раз 🤞
2210|matsenkokatia|На мрію😊💛
2211|halya03_kozunenko|Просто хочу виграти хоч один раз 🤞
2212|sashunya2410|На відпочинок у карпатах
2213|matsenkokatia|На мрію😊💛
2214|zelenoglazayalina|На мрію 😍😍
2215|halya03_kozunenko|Так хочеться раз виграти кругленьку суму 🤞
2216|roma_vavr|лучатися
2217|sashunya2410|На ремонт у ванній кімнаті
2218|sashunya2410|На новий одяг
2219|ferens_sf|лірник
2220|zelenoglazayalina|На мрію 💜💙
2221|oksanavolunkina|Ola💐
2222|oksanavolunkina|Kiss😗
2223|oksanavolunkina|Kizs😘
2224|oksanavolunkina|Ok👍
2225|serdtsekol|чародійний
2226|oksanavolunkina|Lucky🍀
2227|oksanavolunkina|Ok👍
2228|oksanavolunkina|Ups😎
2229|marina__vovk|На мрію
2230|zelenoglazayalina|На мрію 🤞🏼🤞🏼🤞🏼
2231|tanya._vasylyk|😘😘😘
2232|roma_vavr|стрінутися
2233|marina__vovk|На відпочинок
2234|nastya.p.o|На подорож за кордон ) 😱❤️ніколи не була так далеко від дому 😅
2235|marina__vovk|На житло
2236|marina__vovk|На сім'ю
2237|marina__vovk|На романтику
2238|deminskijmykola0708|Ola🎁
2239|ferens_sf|апроксимовність
2240|marina__vovk|На шопінг
2241|deminskijmykola0708|Fart🎫
2242|deminskijmykola0708|Love😍
2243|marina__vovk|На мечту
2244|deminskijmykola0708|Lucky🏆
2245|deminskijmykola0708|Tea🍓
2246|deminskijmykola0708|Sale🎇
2247|serdtsekol|плановані прибутки
2248|deminskijmykola0708|Kiss😘
2249|marina__vovk|На подарки
2250|deminskijmykola0708|Oppp🎀
2251|marina__vovk|На отпуск
2252|svitlana.ivana|Ремонт квартири
2253|nastya.p.o|Відкласти, щоб купити маленький смарт 😅щоб встигати на роботу /навчання/спортзал , і не бути вбитою 😂❤️
2254|ze.helen|дуже хочу гарне пальто або черевички :)
2255|roma_vavr|холецистохолангіопанкреатит
2256|nastya.p.o|На подарунок мамі в бабусі ❤️😘а решту відкласти
2257|marichka_chaplyuk|@miss_lagerty 🙏вітаю)
2258|ferens_sf|снопище
